query_sequence	go_id	go_term	category
MSTRG.13372.1	GO:0005524	ATP binding	molecular_function
MSTRG.13372.1	GO:0006412	translation	biological_process
MSTRG.13372.1	GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	cellular_component
MSTRG.13372.1	GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	molecular_function
MSTRG.1433.1	GO:0003723	RNA binding	molecular_function
MSTRG.1433.1	GO:0031119	tRNA pseudouridine synthesis	biological_process
MSTRG.1433.1	GO:0106029	tRNA pseudouridine synthase activity	molecular_function
MSTRG.8615.1	GO:0000967	rRNA 5'-end processing	biological_process
MSTRG.8615.1	GO:0004518	nuclease activity	molecular_function
MSTRG.8615.1	GO:0005737	cytoplasm	cellular_component
MSTRG.17018.1	GO:0000003	reproduction	biological_process
MSTRG.17018.1	GO:0003006	developmental process involved in reproduction	biological_process
MSTRG.17018.1	GO:0003674	molecular_function	molecular_function
MSTRG.17018.1	GO:0003824	catalytic activity	molecular_function
MSTRG.17018.1	GO:0004592	pantoate-beta-alanine ligase activity	molecular_function
MSTRG.17018.1	GO:0005488	binding	molecular_function
MSTRG.17018.1	GO:0005515	protein binding	molecular_function
MSTRG.17018.1	GO:0005524	ATP binding	molecular_function
MSTRG.17018.1	GO:0005575	cellular_component	cellular_component
MSTRG.17018.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.17018.1	GO:0005623	obsolete cell	cellular_component
MSTRG.17018.1	GO:0005737	cytoplasm	cellular_component
MSTRG.17018.1	GO:0005829	cytosol	cellular_component
MSTRG.17018.1	GO:0006082	organic acid metabolic process	biological_process
MSTRG.17018.1	GO:0006520	amino acid metabolic process	biological_process
MSTRG.17018.1	GO:0006573	valine metabolic process	biological_process
MSTRG.17018.1	GO:0006575	cellular modified amino acid metabolic process	biological_process
MSTRG.17018.1	GO:0006732	obsolete coenzyme metabolic process	biological_process
MSTRG.17018.1	GO:0006766	vitamin metabolic process	biological_process
MSTRG.17018.1	GO:0006767	water-soluble vitamin metabolic process	biological_process
MSTRG.17018.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.17018.1	GO:0007275	multicellular organism development	biological_process
MSTRG.17018.1	GO:0008150	biological_process	biological_process
MSTRG.17018.1	GO:0008152	metabolic process	biological_process
MSTRG.17018.1	GO:0009058	biosynthetic process	biological_process
MSTRG.17018.1	GO:0009081	branched-chain amino acid metabolic process	biological_process
MSTRG.17018.1	GO:0009108	obsolete coenzyme biosynthetic process	biological_process
MSTRG.17018.1	GO:0009110	vitamin biosynthetic process	biological_process
MSTRG.17018.1	GO:0009790	embryo development	biological_process
MSTRG.17018.1	GO:0009791	post-embryonic development	biological_process
MSTRG.17018.1	GO:0009793	embryo development ending in seed dormancy	biological_process
MSTRG.17018.1	GO:0009987	cellular process	biological_process
MSTRG.17018.1	GO:0010154	fruit development	biological_process
MSTRG.17018.1	GO:0015939	pantothenate metabolic process	biological_process
MSTRG.17018.1	GO:0015940	pantothenate biosynthetic process	biological_process
MSTRG.17018.1	GO:0016053	organic acid biosynthetic process	biological_process
MSTRG.17018.1	GO:0016874	ligase activity	molecular_function
MSTRG.17018.1	GO:0016879	ligase activity, forming carbon-nitrogen bonds	molecular_function
MSTRG.17018.1	GO:0016881	acid-amino acid ligase activity	molecular_function
MSTRG.17018.1	GO:0019752	carboxylic acid metabolic process	biological_process
MSTRG.17018.1	GO:0022414	reproductive process	biological_process
MSTRG.17018.1	GO:0032501	multicellular organismal process	biological_process
MSTRG.17018.1	GO:0032502	developmental process	biological_process
MSTRG.17018.1	GO:0032787	monocarboxylic acid metabolic process	biological_process
MSTRG.17018.1	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.17018.1	GO:0042364	water-soluble vitamin biosynthetic process	biological_process
MSTRG.17018.1	GO:0042398	cellular modified amino acid biosynthetic process	biological_process
MSTRG.17018.1	GO:0042802	identical protein binding	molecular_function
MSTRG.17018.1	GO:0042803	protein homodimerization activity	molecular_function
MSTRG.17018.1	GO:0043436	oxoacid metabolic process	biological_process
MSTRG.17018.1	GO:0043603	amide metabolic process	biological_process
MSTRG.17018.1	GO:0043604	amide biosynthetic process	biological_process
MSTRG.17018.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.17018.1	GO:0044238	primary metabolic process	biological_process
MSTRG.17018.1	GO:0044249	cellular biosynthetic process	biological_process
MSTRG.17018.1	GO:0044271	cellular nitrogen compound biosynthetic process	biological_process
MSTRG.17018.1	GO:0044281	small molecule metabolic process	biological_process
MSTRG.17018.1	GO:0044283	small molecule biosynthetic process	biological_process
MSTRG.17018.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.17018.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.17018.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.17018.1	GO:0046394	carboxylic acid biosynthetic process	biological_process
MSTRG.17018.1	GO:0046983	protein dimerization activity	molecular_function
MSTRG.17018.1	GO:0048316	seed development	biological_process
MSTRG.17018.1	GO:0048608	reproductive structure development	biological_process
MSTRG.17018.1	GO:0048731	system development	biological_process
MSTRG.17018.1	GO:0048856	anatomical structure development	biological_process
MSTRG.17018.1	GO:0051186	obsolete cofactor metabolic process	biological_process
MSTRG.17018.1	GO:0051188	obsolete cofactor biosynthetic process	biological_process
MSTRG.17018.1	GO:0061458	reproductive system development	biological_process
MSTRG.17018.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.17018.1	GO:0072330	monocarboxylic acid biosynthetic process	biological_process
MSTRG.17018.1	GO:1901564	organonitrogen compound metabolic process	biological_process
MSTRG.17018.1	GO:1901566	organonitrogen compound biosynthetic process	biological_process
MSTRG.17018.1	GO:1901576	organic substance biosynthetic process	biological_process
MSTRG.17018.1	GO:1901605	alpha-amino acid metabolic process	biological_process
MSTRG.6949.1	GO:0000003	reproduction	biological_process
MSTRG.6949.1	GO:0000278	mitotic cell cycle	biological_process
MSTRG.6949.1	GO:0000281	mitotic cytokinesis	biological_process
MSTRG.6949.1	GO:0000910	cytokinesis	biological_process
MSTRG.6949.1	GO:0003006	developmental process involved in reproduction	biological_process
MSTRG.6949.1	GO:0003674	molecular_function	molecular_function
MSTRG.6949.1	GO:0003677	DNA binding	molecular_function
MSTRG.6949.1	GO:0003824	catalytic activity	molecular_function
MSTRG.6949.1	GO:0003886	DNA (cytosine-5-)-methyltransferase activity	molecular_function
MSTRG.6949.1	GO:0006139	nucleobase-containing compound metabolic process	biological_process
MSTRG.6949.1	GO:0006259	DNA metabolic process	biological_process
MSTRG.6949.1	GO:0006304	DNA modification	biological_process
MSTRG.6949.1	GO:0006305	DNA alkylation	biological_process
MSTRG.6949.1	GO:0006306	DNA methylation	biological_process
MSTRG.6949.1	GO:0006325	chromatin organization	biological_process
MSTRG.6949.1	GO:0006355	regulation of DNA-templated transcription	biological_process
MSTRG.6949.1	GO:0006479	protein methylation	biological_process
MSTRG.6949.1	GO:0006725	cellular aromatic compound metabolic process	biological_process
MSTRG.6949.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.6949.1	GO:0006996	organelle organization	biological_process
MSTRG.6949.1	GO:0007049	cell cycle	biological_process
MSTRG.6949.1	GO:0007275	multicellular organism development	biological_process
MSTRG.6949.1	GO:0008150	biological_process	biological_process
MSTRG.6949.1	GO:0008152	metabolic process	biological_process
MSTRG.6949.1	GO:0008168	methyltransferase activity	molecular_function
MSTRG.6949.1	GO:0008213	protein alkylation	biological_process
MSTRG.6949.1	GO:0008356	asymmetric cell division	biological_process
MSTRG.6949.1	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function
MSTRG.6949.1	GO:0009008	DNA-methyltransferase activity	molecular_function
MSTRG.6949.1	GO:0009307	DNA restriction-modification system	biological_process
MSTRG.6949.1	GO:0009790	embryo development	biological_process
MSTRG.6949.1	GO:0009791	post-embryonic development	biological_process
MSTRG.6949.1	GO:0009793	embryo development ending in seed dormancy	biological_process
MSTRG.6949.1	GO:0009889	regulation of biosynthetic process	biological_process
MSTRG.6949.1	GO:0009890	negative regulation of biosynthetic process	biological_process
MSTRG.6949.1	GO:0009892	negative regulation of metabolic process	biological_process
MSTRG.6949.1	GO:0009987	cellular process	biological_process
MSTRG.6949.1	GO:0010069	zygote asymmetric cytokinesis in embryo sac	biological_process
MSTRG.6949.1	GO:0010070	zygote asymmetric cell division	biological_process
MSTRG.6949.1	GO:0010154	fruit development	biological_process
MSTRG.6949.1	GO:0010425	DNA methylation on cytosine within a CNG sequence	biological_process
MSTRG.6949.1	GO:0010468	regulation of gene expression	biological_process
MSTRG.6949.1	GO:0010556	regulation of macromolecule biosynthetic process	biological_process
MSTRG.6949.1	GO:0010558	negative regulation of macromolecule biosynthetic process	biological_process
MSTRG.6949.1	GO:0010605	negative regulation of macromolecule metabolic process	biological_process
MSTRG.6949.1	GO:0010629	negative regulation of gene expression	biological_process
MSTRG.6949.1	GO:0016043	cellular component organization	biological_process
MSTRG.6949.1	GO:0016458	obsolete gene silencing	biological_process
MSTRG.6949.1	GO:0016569	obsolete covalent chromatin modification	biological_process
MSTRG.6949.1	GO:0016570	histone modification	biological_process
MSTRG.6949.1	GO:0016571	histone methylation	biological_process
MSTRG.6949.1	GO:0016740	transferase activity	molecular_function
MSTRG.6949.1	GO:0016741	transferase activity, transferring one-carbon groups	molecular_function
MSTRG.6949.1	GO:0018022	peptidyl-lysine methylation	biological_process
MSTRG.6949.1	GO:0018193	peptidyl-amino acid modification	biological_process
MSTRG.6949.1	GO:0018205	peptidyl-lysine modification	biological_process
MSTRG.6949.1	GO:0019219	regulation of nucleobase-containing compound metabolic process	biological_process
MSTRG.6949.1	GO:0019222	regulation of metabolic process	biological_process
MSTRG.6949.1	GO:0019538	protein metabolic process	biological_process
MSTRG.6949.1	GO:0022402	cell cycle process	biological_process
MSTRG.6949.1	GO:0022414	reproductive process	biological_process
MSTRG.6949.1	GO:0031323	regulation of cellular metabolic process	biological_process
MSTRG.6949.1	GO:0031324	negative regulation of cellular metabolic process	biological_process
MSTRG.6949.1	GO:0031326	regulation of cellular biosynthetic process	biological_process
MSTRG.6949.1	GO:0031327	negative regulation of cellular biosynthetic process	biological_process
MSTRG.6949.1	GO:0032259	methylation	biological_process
MSTRG.6949.1	GO:0032501	multicellular organismal process	biological_process
MSTRG.6949.1	GO:0032502	developmental process	biological_process
MSTRG.6949.1	GO:0032776	DNA methylation on cytosine	biological_process
MSTRG.6949.1	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.6949.1	GO:0034968	histone lysine methylation	biological_process
MSTRG.6949.1	GO:0036211	protein modification process	biological_process
MSTRG.6949.1	GO:0040029	epigenetic regulation of gene expression	biological_process
MSTRG.6949.1	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.6949.1	GO:0043412	macromolecule modification	biological_process
MSTRG.6949.1	GO:0043414	macromolecule methylation	biological_process
MSTRG.6949.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.6949.1	GO:0044238	primary metabolic process	biological_process
MSTRG.6949.1	GO:0044260	obsolete cellular macromolecule metabolic process	biological_process
MSTRG.6949.1	GO:0044728	obsolete DNA methylation or demethylation	biological_process
MSTRG.6949.1	GO:0045814	negative regulation of gene expression, epigenetic	biological_process
MSTRG.6949.1	GO:0045892	negative regulation of DNA-templated transcription	biological_process
MSTRG.6949.1	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	biological_process
MSTRG.6949.1	GO:0046483	heterocycle metabolic process	biological_process
MSTRG.6949.1	GO:0048316	seed development	biological_process
MSTRG.6949.1	GO:0048519	negative regulation of biological process	biological_process
MSTRG.6949.1	GO:0048523	negative regulation of cellular process	biological_process
MSTRG.6949.1	GO:0048608	reproductive structure development	biological_process
MSTRG.6949.1	GO:0048731	system development	biological_process
MSTRG.6949.1	GO:0048856	anatomical structure development	biological_process
MSTRG.6949.1	GO:0050789	regulation of biological process	biological_process
MSTRG.6949.1	GO:0050794	regulation of cellular process	biological_process
MSTRG.6949.1	GO:0051171	regulation of nitrogen compound metabolic process	biological_process
MSTRG.6949.1	GO:0051172	negative regulation of nitrogen compound metabolic process	biological_process
MSTRG.6949.1	GO:0051252	regulation of RNA metabolic process	biological_process
MSTRG.6949.1	GO:0051253	negative regulation of RNA metabolic process	biological_process
MSTRG.6949.1	GO:0051276	chromosome organization	biological_process
MSTRG.6949.1	GO:0051301	cell division	biological_process
MSTRG.6949.1	GO:0051567	histone H3-K9 methylation	biological_process
MSTRG.6949.1	GO:0060255	regulation of macromolecule metabolic process	biological_process
MSTRG.6949.1	GO:0061458	reproductive system development	biological_process
MSTRG.6949.1	GO:0061640	cytoskeleton-dependent cytokinesis	biological_process
MSTRG.6949.1	GO:0061647	histone H3-K9 modification	biological_process
MSTRG.6949.1	GO:0065007	biological regulation	biological_process
MSTRG.6949.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.6949.1	GO:0071840	cellular component organization or biogenesis	biological_process
MSTRG.6949.1	GO:0080090	regulation of primary metabolic process	biological_process
MSTRG.6949.1	GO:0090116	C-5 methylation of cytosine	biological_process
MSTRG.6949.1	GO:0090304	nucleic acid metabolic process	biological_process
MSTRG.6949.1	GO:0140097	catalytic activity, acting on DNA	molecular_function
MSTRG.6949.1	GO:1901360	organic cyclic compound metabolic process	biological_process
MSTRG.6949.1	GO:1901564	organonitrogen compound metabolic process	biological_process
MSTRG.6949.1	GO:1902679	negative regulation of RNA biosynthetic process	biological_process
MSTRG.6949.1	GO:1903047	mitotic cell cycle process	biological_process
MSTRG.6949.1	GO:1903506	obsolete regulation of nucleic acid-templated transcription	biological_process
MSTRG.6949.1	GO:1903507	obsolete negative regulation of nucleic acid-templated transcription	biological_process
MSTRG.6949.1	GO:2000112	obsolete regulation of cellular macromolecule biosynthetic process	biological_process
MSTRG.6949.1	GO:2000113	obsolete negative regulation of cellular macromolecule biosynthetic process	biological_process
MSTRG.6949.1	GO:2001141	regulation of RNA biosynthetic process	biological_process
MSTRG.11473.1	GO:0005524	ATP binding	molecular_function
MSTRG.11473.1	GO:0005575	cellular_component	cellular_component
MSTRG.11473.1	GO:0005576	extracellular region	cellular_component
MSTRG.11473.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.11473.1	GO:0005623	obsolete cell	cellular_component
MSTRG.11473.1	GO:0005737	cytoplasm	cellular_component
MSTRG.11473.1	GO:0006605	protein targeting	biological_process
MSTRG.11473.1	GO:0006810	transport	biological_process
MSTRG.11473.1	GO:0006886	intracellular protein transport	biological_process
MSTRG.11473.1	GO:0006950	response to stress	biological_process
MSTRG.11473.1	GO:0008104	protein localization	biological_process
MSTRG.11473.1	GO:0008150	biological_process	biological_process
MSTRG.11473.1	GO:0009266	response to temperature stimulus	biological_process
MSTRG.11473.1	GO:0009408	response to heat	biological_process
MSTRG.11473.1	GO:0009507	chloroplast	cellular_component
MSTRG.11473.1	GO:0009526	plastid envelope	cellular_component
MSTRG.11473.1	GO:0009532	plastid stroma	cellular_component
MSTRG.11473.1	GO:0009536	plastid	cellular_component
MSTRG.11473.1	GO:0009570	chloroplast stroma	cellular_component
MSTRG.11473.1	GO:0009579	thylakoid	cellular_component
MSTRG.11473.1	GO:0009628	response to abiotic stimulus	biological_process
MSTRG.11473.1	GO:0009941	chloroplast envelope	cellular_component
MSTRG.11473.1	GO:0010035	response to inorganic substance	biological_process
MSTRG.11473.1	GO:0010038	response to metal ion	biological_process
MSTRG.11473.1	GO:0015031	protein transport	biological_process
MSTRG.11473.1	GO:0015833	peptide transport	biological_process
MSTRG.11473.1	GO:0016887	ATP hydrolysis activity	molecular_function
MSTRG.11473.1	GO:0031072	heat shock protein binding	molecular_function
MSTRG.11473.1	GO:0031967	organelle envelope	cellular_component
MSTRG.11473.1	GO:0031975	envelope	cellular_component
MSTRG.11473.1	GO:0033036	macromolecule localization	biological_process
MSTRG.11473.1	GO:0033365	protein localization to organelle	biological_process
MSTRG.11473.1	GO:0042026	protein refolding	biological_process
MSTRG.11473.1	GO:0042221	response to chemical	biological_process
MSTRG.11473.1	GO:0042886	amide transport	biological_process
MSTRG.11473.1	GO:0043226	organelle	cellular_component
MSTRG.11473.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.11473.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.11473.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.11473.1	GO:0044183	protein folding chaperone	molecular_function
MSTRG.11473.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.11473.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.11473.1	GO:0044434	obsolete chloroplast part	cellular_component
MSTRG.11473.1	GO:0044435	obsolete plastid part	cellular_component
MSTRG.11473.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.11473.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.11473.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.11473.1	GO:0045036	protein targeting to chloroplast	biological_process
MSTRG.11473.1	GO:0045184	establishment of protein localization	biological_process
MSTRG.11473.1	GO:0046686	response to cadmium ion	biological_process
MSTRG.11473.1	GO:0046907	intracellular transport	biological_process
MSTRG.11473.1	GO:0048046	apoplast	cellular_component
MSTRG.11473.1	GO:0050896	response to stimulus	biological_process
MSTRG.11473.1	GO:0051082	unfolded protein binding	molecular_function
MSTRG.11473.1	GO:0051085	chaperone cofactor-dependent protein refolding	biological_process
MSTRG.11473.1	GO:0051179	localization	biological_process
MSTRG.11473.1	GO:0051234	establishment of localization	biological_process
MSTRG.11473.1	GO:0051641	cellular localization	biological_process
MSTRG.11473.1	GO:0051649	establishment of localization in cell	biological_process
MSTRG.11473.1	GO:0070727	cellular macromolecule localization	biological_process
MSTRG.11473.1	GO:0071702	organic substance transport	biological_process
MSTRG.11473.1	GO:0071705	nitrogen compound transport	biological_process
MSTRG.11473.1	GO:0072594	establishment of protein localization to organelle	biological_process
MSTRG.11473.1	GO:0072596	establishment of protein localization to chloroplast	biological_process
MSTRG.11473.1	GO:0072598	protein localization to chloroplast	biological_process
MSTRG.11473.1	GO:0140662	ATP-dependent protein folding chaperone	molecular_function
MSTRG.12265.1	GO:0004252	serine-type endopeptidase activity	molecular_function
MSTRG.12265.1	GO:0005737	cytoplasm	cellular_component
MSTRG.12265.1	GO:0006508	proteolysis	biological_process
MSTRG.157.1	GO:0000049	tRNA binding	molecular_function
MSTRG.157.1	GO:0002935	tRNA (adenine-C2-)-methyltransferase activity	molecular_function
MSTRG.157.1	GO:0005737	cytoplasm	cellular_component
MSTRG.157.1	GO:0019843	rRNA binding	molecular_function
MSTRG.157.1	GO:0046872	metal ion binding	molecular_function
MSTRG.157.1	GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function
MSTRG.157.1	GO:0070040	rRNA (adenine-C2-)-methyltransferase activity	molecular_function
MSTRG.157.1	GO:0070475	rRNA base methylation	biological_process
MSTRG.993.3	GO:0003677	DNA binding	molecular_function
MSTRG.993.3	GO:0004527	exonuclease activity	molecular_function
MSTRG.993.3	GO:0017108	5'-flap endonuclease activity	molecular_function
MSTRG.993.3	GO:0033567	DNA replication, Okazaki fragment processing	biological_process
MSTRG.8018.1	GO:0000287	magnesium ion binding	molecular_function
MSTRG.8018.1	GO:0005524	ATP binding	molecular_function
MSTRG.8018.1	GO:0016779	nucleotidyltransferase activity	molecular_function
MSTRG.16097.1	GO:0004252	serine-type endopeptidase activity	molecular_function
MSTRG.16097.1	GO:0006508	proteolysis	biological_process
MSTRG.16097.1	GO:0110165	cellular anatomical entity	cellular_component
MSTRG.1321.1	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.1321.1	GO:0005840	ribosome	cellular_component
MSTRG.1321.1	GO:0006412	translation	biological_process
MSTRG.1321.1	GO:0019843	rRNA binding	molecular_function
MSTRG.1321.1	GO:1990904	ribonucleoprotein complex	cellular_component
MSTRG.4875.1	GO:0009636	response to toxic substance	biological_process
MSTRG.4875.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.4875.1	GO:0018742	epoxide hydrolase B activity	molecular_function
MSTRG.4875.1	GO:0042803	protein homodimerization activity	molecular_function
MSTRG.3907.1	GO:0004620	phospholipase activity	molecular_function
MSTRG.3907.1	GO:0004806	triglyceride lipase activity	molecular_function
MSTRG.3907.1	GO:0005509	calcium ion binding	molecular_function
MSTRG.3907.1	GO:0005576	extracellular region	cellular_component
MSTRG.3907.1	GO:0008970	phospholipase A1 activity	molecular_function
MSTRG.3907.1	GO:0016042	lipid catabolic process	biological_process
MSTRG.3907.1	GO:0019433	triglyceride catabolic process	biological_process
MSTRG.3907.1	GO:0034638	phosphatidylcholine catabolic process	biological_process
MSTRG.3907.1	GO:0052739	phosphatidylserine 1-acylhydrolase activity	molecular_function
MSTRG.3907.1	GO:0052740	1-acyl-2-lysophosphatidylserine acylhydrolase activity	molecular_function
MSTRG.14625.1	GO:0005737	cytoplasm	cellular_component
MSTRG.14625.1	GO:0006282	regulation of DNA repair	biological_process
MSTRG.3449.1	GO:0005886	plasma membrane	cellular_component
MSTRG.1582.1	GO:0003677	DNA binding	molecular_function
MSTRG.1582.1	GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	molecular_function
MSTRG.1582.1	GO:0005694	chromosome	cellular_component
MSTRG.1582.1	GO:0006265	DNA topological change	biological_process
MSTRG.1582.1	GO:0046872	metal ion binding	molecular_function
MSTRG.18097.3	GO:0006400	tRNA modification	biological_process
MSTRG.18097.3	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function
MSTRG.7988.4	GO:0052689	carboxylic ester hydrolase activity	molecular_function
MSTRG.14579.1	GO:0000325	plant-type vacuole	cellular_component
MSTRG.14579.1	GO:0003674	molecular_function	molecular_function
MSTRG.14579.1	GO:0003824	catalytic activity	molecular_function
MSTRG.14579.1	GO:0005215	transporter activity	molecular_function
MSTRG.14579.1	GO:0005524	ATP binding	molecular_function
MSTRG.14579.1	GO:0005575	cellular_component	cellular_component
MSTRG.14579.1	GO:0005576	extracellular region	cellular_component
MSTRG.14579.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.14579.1	GO:0005623	obsolete cell	cellular_component
MSTRG.14579.1	GO:0005737	cytoplasm	cellular_component
MSTRG.14579.1	GO:0005773	vacuole	cellular_component
MSTRG.14579.1	GO:0005774	vacuolar membrane	cellular_component
MSTRG.14579.1	GO:0005886	plasma membrane	cellular_component
MSTRG.14579.1	GO:0005911	cell-cell junction	cellular_component
MSTRG.14579.1	GO:0006810	transport	biological_process
MSTRG.14579.1	GO:0008150	biological_process	biological_process
MSTRG.14579.1	GO:0008559	ABC-type xenobiotic transporter activity	molecular_function
MSTRG.14579.1	GO:0009506	plasmodesma	cellular_component
MSTRG.14579.1	GO:0009605	response to external stimulus	biological_process
MSTRG.14579.1	GO:0009607	response to biotic stimulus	biological_process
MSTRG.14579.1	GO:0010290	chlorophyll catabolite transmembrane transporter activity	molecular_function
MSTRG.14579.1	GO:0015399	primary active transmembrane transporter activity	molecular_function
MSTRG.14579.1	GO:0015431	ABC-type glutathione S-conjugate transporter activity	molecular_function
MSTRG.14579.1	GO:0016020	membrane	cellular_component
MSTRG.14579.1	GO:0016462	pyrophosphatase activity	molecular_function
MSTRG.14579.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.14579.1	GO:0016817	hydrolase activity, acting on acid anhydrides	molecular_function
MSTRG.14579.1	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function
MSTRG.14579.1	GO:0016887	ATP hydrolysis activity	molecular_function
MSTRG.14579.1	GO:0017111	ribonucleoside triphosphate phosphatase activity	molecular_function
MSTRG.14579.1	GO:0022804	active transmembrane transporter activity	molecular_function
MSTRG.14579.1	GO:0022857	transmembrane transporter activity	molecular_function
MSTRG.14579.1	GO:0030054	cell junction	cellular_component
MSTRG.14579.1	GO:0031090	organelle membrane	cellular_component
MSTRG.14579.1	GO:0042626	ATPase-coupled transmembrane transporter activity	molecular_function
MSTRG.14579.1	GO:0043207	response to external biotic stimulus	biological_process
MSTRG.14579.1	GO:0043226	organelle	cellular_component
MSTRG.14579.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.14579.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.14579.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.14579.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.14579.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.14579.1	GO:0044437	obsolete vacuolar part	cellular_component
MSTRG.14579.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.14579.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.14579.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.14579.1	GO:0048046	apoplast	cellular_component
MSTRG.14579.1	GO:0050896	response to stimulus	biological_process
MSTRG.14579.1	GO:0051179	localization	biological_process
MSTRG.14579.1	GO:0051234	establishment of localization	biological_process
MSTRG.14579.1	GO:0051704	obsolete multi-organism process	biological_process
MSTRG.14579.1	GO:0051707	response to other organism	biological_process
MSTRG.14579.1	GO:0055044	symplast	cellular_component
MSTRG.14579.1	GO:0055085	transmembrane transport	biological_process
MSTRG.14579.1	GO:0098588	bounding membrane of organelle	cellular_component
MSTRG.5041.1	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.5041.1	GO:0005840	ribosome	cellular_component
MSTRG.5041.1	GO:0006412	translation	biological_process
MSTRG.5041.1	GO:0019843	rRNA binding	molecular_function
MSTRG.5041.1	GO:1990904	ribonucleoprotein complex	cellular_component
MSTRG.6929.1	GO:0000287	magnesium ion binding	molecular_function
MSTRG.6929.1	GO:0005524	ATP binding	molecular_function
MSTRG.6929.1	GO:0016779	nucleotidyltransferase activity	molecular_function
MSTRG.1076.1	GO:0005886	plasma membrane	cellular_component
MSTRG.9705.2	GO:0003674	molecular_function	molecular_function
MSTRG.9705.2	GO:0005488	binding	molecular_function
MSTRG.9705.2	GO:0005515	protein binding	molecular_function
MSTRG.9705.2	GO:0005575	cellular_component	cellular_component
MSTRG.9705.2	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.9705.2	GO:0005623	obsolete cell	cellular_component
MSTRG.9705.2	GO:0005737	cytoplasm	cellular_component
MSTRG.9705.2	GO:0009507	chloroplast	cellular_component
MSTRG.9705.2	GO:0009536	plastid	cellular_component
MSTRG.9705.2	GO:0019904	protein domain specific binding	molecular_function
MSTRG.9705.2	GO:0043226	organelle	cellular_component
MSTRG.9705.2	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.9705.2	GO:0043229	intracellular organelle	cellular_component
MSTRG.9705.2	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.9705.2	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.9705.2	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.9705.2	GO:0044464	obsolete cell part	cellular_component
MSTRG.10843.1	GO:0016491	oxidoreductase activity	molecular_function
MSTRG.13694.2	GO:0000166	nucleotide binding	molecular_function
MSTRG.13694.2	GO:0006020	inositol metabolic process	biological_process
MSTRG.13694.2	GO:0050112	inositol 2-dehydrogenase activity	molecular_function
MSTRG.918.1	GO:0004033	aldo-keto reductase (NADP) activity	molecular_function
MSTRG.918.1	GO:0005829	cytosol	cellular_component
MSTRG.918.1	GO:0034198	cellular response to amino acid starvation	biological_process
MSTRG.1321.3	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.1321.3	GO:0005840	ribosome	cellular_component
MSTRG.1321.3	GO:0006412	translation	biological_process
MSTRG.1321.3	GO:0019843	rRNA binding	molecular_function
MSTRG.1321.3	GO:1990904	ribonucleoprotein complex	cellular_component
